driver_id,total_km,avg_speed_kmph,hard_braking_events,hard_accel_events,night_driving_pct,phone_use_events,previous_claims,claim_amount_last_3y,claim_amount
435,610.0,62.3,1,2,0.0,2,1,30457.0,0.0
436,1008.0,47.6,4,7,11.3,2,1,63526.0,24277.0
437,1771.0,36.7,8,2,0.0,2,1,48111.0,24893.0
438,1335.0,33.7,8,4,5.3,2,1,38093.0,28914.0
439,2165.0,51.4,13,7,0.0,2,0,0.0,24764.0
440,1425.0,36.4,8,2,13.7,2,0,0.0,15548.0
441,1362.0,41.5,8,4,0.0,2,1,75710.0,35827.0
442,703.0,45.5,1,0,31.0,2,0,0.0,21420.0
443,1473.0,54.7,8,0,29.1,2,0,0.0,35240.0
444,2018.0,66.3,6,3,16.2,2,1,30225.0,10765.0
445,1851.0,41.8,13,3,17.0,2,0,0.0,20434.0
446,650.0,39.1,8,3,0.0,2,1,24279.0,12257.0
447,1137.0,62.4,2,5,8.9,2,0,0.0,35626.0
448,868.0,40.4,6,1,36.3,2,0,0.0,22715.0
449,1293.0,39.1,6,0,14.5,2,0,0.0,17334.0
450,1565.0,25.0,8,4,27.6,2,1,15056.0,24827.0
451,1064.0,57.6,2,1,18.4,2,0,0.0,19893.0
452,2340.0,28.7,11,8,16.3,2,0,0.0,35875.0
453,803.0,39.2,4,1,16.9,2,1,43565.0,10589.0
454,1065.0,25.0,4,4,14.9,2,0,0.0,18779.0
455,1113.0,25.0,4,3,20.1,2,0,0.0,28816.0
456,1953.0,48.0,7,7,0.0,2,0,0.0,18095.0
457,2600.0,42.2,10,7,27.6,2,0,0.0,29296.0
458,1286.0,40.5,9,3,27.8,2,0,0.0,18764.0
459,860.0,25.0,6,1,10.0,2,0,0.0,13447.0
460,308.0,52.2,2,0,13.4,2,0,0.0,10135.0
461,2452.0,48.2,9,4,18.9,2,1,62128.0,27671.0
462,430.0,45.8,2,0,0.0,2,1,59392.0,0.0
463,1139.0,48.2,5,10,7.8,2,3,210656.0,30552.0
464,1217.0,38.8,5,2,30.9,2,0,0.0,36181.0
465,1706.0,44.0,7,3,24.3,2,0,0.0,19489.0
466,706.0,44.1,5,1,9.9,2,0,0.0,32513.0
467,543.0,53.9,2,1,0.0,2,1,80046.0,11159.0
468,968.0,49.8,3,1,6.2,2,0,0.0,12876.0
469,2227.0,36.7,10,4,19.3,2,0,0.0,22064.0
470,872.0,58.6,6,0,12.5,2,2,134021.0,26887.0
471,2337.0,55.6,13,10,5.3,2,2,159472.0,20455.0
472,2313.0,25.0,6,3,24.9,2,1,67746.0,33722.0
473,586.0,43.8,1,1,31.5,2,0,0.0,15602.0
474,644.0,50.1,1,1,26.5,2,1,27384.0,11600.0
475,936.0,31.6,0,1,16.6,2,0,0.0,0.0
476,1318.0,40.4,5,3,35.5,2,0,0.0,22299.0
477,1393.0,56.6,8,2,13.1,2,0,0.0,17532.0
478,1432.0,52.4,5,7,24.1,2,0,0.0,44040.0
479,813.0,52.8,4,1,0.0,2,0,0.0,36927.0
480,1184.0,38.5,7,3,7.7,2,1,57505.0,707.0
481,458.0,43.7,0,1,42.1,2,0,0.0,1479.0
482,2555.0,39.5,12,4,15.5,2,2,129913.0,14215.0
483,1026.0,56.5,3,2,3.1,2,0,0.0,12621.0
484,890.0,42.2,5,3,45.3,2,0,0.0,28098.0
485,867.0,34.9,4,5,39.3,2,0,0.0,12400.0
486,634.0,32.2,2,2,33.2,2,0,0.0,15115.0
487,2787.0,60.9,7,8,46.3,2,0,0.0,8876.0
488,1528.0,57.2,7,4,14.4,2,1,44029.0,18723.0
489,2259.0,41.1,19,6,12.3,2,0,0.0,16047.0
490,1086.0,34.4,2,3,32.1,2,1,21250.0,8867.0
491,1672.0,34.4,8,2,16.2,2,2,178063.0,4721.0
492,507.0,30.4,3,0,16.1,2,1,81048.0,7876.0
493,731.0,34.9,3,0,28.3,2,2,157805.0,31494.0
494,909.0,57.1,6,1,0.0,2,1,59576.0,9192.0
495,685.0,35.4,4,0,9.6,2,0,0.0,0.0
496,713.0,56.3,5,2,4.7,2,0,0.0,25027.0
497,1041.0,43.4,5,1,2.4,2,0,0.0,19994.0
498,1175.0,68.9,1,5,34.8,2,1,67143.0,14691.0
499,938.0,60.6,4,1,0.0,2,1,52707.0,22997.0
500,663.0,55.8,1,1,20.1,2,0,0.0,20575.0
